file_name,info
2670.T_FY2022_ABC-Technologies-ESG-Report-FY22.pdf,Successfully downloaded
OEBO.NS_FY2022_Oberoi Realty - Annual Report Analysis FY22.pdf,Successfully downloaded
BPOP.OQ_FY2022_Sustainability-Report-2022.pdf,Successfully downloaded
7731.T_FY2022_SUSTAINABILITY REPORT 2022.pdf,Successfully downloaded
6845.T_FY2022_report2022_e_A3.pdf,Successfully downloaded
0659.HK_FY2022_2022 ANNUAL REPORT.pdf,Successfully downloaded
BANH.NS_FY2022_Integrated report 2022.pdf,Successfully downloaded
EBO.NZ_FY2022_EBOS_Sustainability-Report-2022_Spread.pdf,Successfully downloaded
RADA.OQ_FY2022_esg-report_dec-2022.pdf,Successfully downloaded
ORI.AX_FY2022_2022 Annual Report.pdf,Successfully downloaded
2651.T_FY2022_INTEGRATED REPORT 2022.pdf,Successfully downloaded
BUCN.S_FY2022_Full version annual report 2022.pdf,Successfully downloaded
GDRB.BU_FY2022_corporate-governance-report.pdf,Successfully downloaded
MWDP.PA_FY2022_Wendel_ESG-Brochure_2022.pdf,Successfully downloaded
ECM.L_FY2022_ESG Report 2022.pdf,Successfully downloaded
ECM.L_FY2022_TCFD report 2022.pdf,Successfully downloaded
326030.KS_FY2022_2022_SKBP_SR_ENG.pdf,Successfully downloaded
NJR.N_FY2022_2022 SUSTAINABILITY REPORT.pdf,Successfully downloaded
"CRUS.OQ_FY2022_Environmental, Social and Governance Report 2022.pdf",Successfully downloaded
CRUS.OQ_FY2022_CLIMATE CHANGE 2022.pdf,Successfully downloaded
SIS.CN_FY2022_sura-grupo-annual-report-2021.pdf,Successfully downloaded
APLA.NS_FY2022_INTEGRATED REPORT  2022.pdf,Successfully downloaded
"LYC.AX_FY2022_Environmental, Social and Governance Report 2022.pdf",Successfully downloaded
CNXC.OQ_FY2022_ANNUAL REPORT & PROXY STATEMENT.pdf,Successfully downloaded
ZION.OQ_FY2022_Zions-Corporate-Responsibility-Report-2022.pdf,Successfully downloaded
AFRM.OQ_FY2022_Annual Report 2022.pdf,Successfully downloaded
DEN.N_FY2022_Denbury-2022-CRR.pdf,Successfully downloaded
PME.AX_FY2022_ProMedicus-Annual-Report_2022_v7_DIGITAL.pdf,Successfully downloaded
STAU.NS_FY2022_Annual-Report-FY-2021-22.pdf,Successfully downloaded
CWENa.N_FY2022_Cleanaway-FY22-Sustainability-Report.pdf,Successfully downloaded
600733.SS_FY2022_Sustainbility 2020-21.pdf,Successfully downloaded
8355.T_FY2022_integrated_report_2022.pdf,Successfully downloaded
7012.T_FY2022_Kawasaki Sustainability Report 2022.pdf,Successfully downloaded
PYCR.OQ_FY2022_ESG Report Fiscal Year 2022.pdf,Successfully downloaded
SIM.CO_FY2022_Annual Report 2022.pdf,Successfully downloaded
"PERS.NS_FY2022_Environmental, Social and Governance (Sustainability) Report 2021-22.pdf",Successfully downloaded
REI_u.TO_FY2022_ESG REPORT 2022.pdf,Successfully downloaded
MBFL.NS_FY2022_ESG Report 2021-2022.pdf,Successfully downloaded
4732.T_FY2022_Integrated Report 2022.pdf,Successfully downloaded
2181.T_FY2022_Integrated Report 2022.pdf,Successfully downloaded
S.N_FY2022_Watchtower_2022_EOY_FINAL.pdf,Successfully downloaded
HLCB.KL_FY2022_Annual Report 2022.pdf,Successfully downloaded
302440.KS_FY2022_2022 SK bioscience ESG Report.pdf,Successfully downloaded
HLNE.OQ_FY2022_2022 Sustainability Report.pdf,Successfully downloaded
REMJ.J_FY2022_INTEGRATED ANNUAL REPORT 2022.pdf,Successfully downloaded
APNJ.J_FY2022_Sustainability and ESG Data Supplement 2022.pdf,Successfully downloaded
VC.OQ_FY2022_Visteon-CSR-2022-FINAL-15-June-2022.pdf,Successfully downloaded
CPRI.N_FY2022_Corporate Social Responsibility Report 2022.pdf,Successfully downloaded
088980.KS_FY2022_macquarie-group-fy22-annual-report.pdf,Successfully downloaded
3349.T_FY2022_INTEGRATED REPORT 2022.pdf,Successfully downloaded
7013.T_FY2022_Sustainability Data Book 2022.pdf,Successfully downloaded
SRCL.OQ_FY2022_Stericycle-Corporate-Social-Responsibility-Report-Digital.pdf,Successfully downloaded
NXT.AX_FY2022_2022 ANNUAL REPORT.pdf,Successfully downloaded
WAL.N_FY2022_2022 CorporateResponsibility Report.pdf,Successfully downloaded
"OGS.N_FY2022_Environmental, Social and Governance Report 2022.pdf",Successfully downloaded
LYFT.OQ_FY2022_ESG-2022-Report_Final.pdf,Successfully downloaded
BRZE.OQ_FY2022_Braze-FY2022-Annual-Report-and-Proxy-Statement-(1).pdf,Successfully downloaded
3289.T_FY2022_Integrated Report 2022.pdf,Successfully downloaded
GXIG.DE_FY2022_Gerresheimer_Annual_Report_2022_en.pdf,Successfully downloaded
"FOCS.OQ_FY2022_ENVIRONMENTAL, SOCIAL AND GOVERNANCE (ESG) SUSTAINABILITY HIGHLIGHTS REPORT.pdf",Successfully downloaded
AEL.N_FY2022_Annual Report 2022.pdf,Successfully downloaded
SHUR.BR_FY2022_SUSTAINABILITY REPORT 2022.pdf,Successfully downloaded
3099.T_FY2022_Corporate Governance Report 2022.pdf,Successfully downloaded
0598.HK_FY2022_2020年度社会责任报告.pdf,Successfully downloaded
002185.SZ_FY2022_Hitachi Sustainability Report 2022.pdf,Successfully downloaded
EVNV.VI_FY2022_EVN-Full-Report-2021-22.pdf,Successfully downloaded
8303.T_FY2022_Interim Report 2022.pdf,Successfully downloaded
ESAB.N_FY2022_Annual Report 2021-2022 E.pdf,Successfully downloaded
IRT.N_FY2022_2022 Sustainability Report.pdf,Successfully downloaded
"LTR.AX_FY2022_FY22 Environment, Social and Governance Report.pdf",Successfully downloaded
MDGL.OQ_FY2022_MADRIGAL PHARMACEUTICALS ANNUAL Report.pdf,Successfully downloaded
047810.KS_FY2022_2022 Korean AirESG Report.pdf,Successfully downloaded
034220.KS_FY2022_2021-2022 Sustainability Report.pdf,Successfully downloaded
EVN.AX_FY2022_FY22SustainabilityReport.pdf,Successfully downloaded
JMAT.L_FY2022_Annual Report and Accounts 2022.pdf,Successfully downloaded
"THG.N_FY2022_Environmental, Social and Governance Initiatives March 30, 2022.pdf",Successfully downloaded
ETRN.N_FY2022_Equitrans-Midstream-Releases-2022-Corporate-Sustainability-Report-2022.pdf,Successfully downloaded
CEN.NZ_FY2022_2022 Integrated Report.pdf,Successfully downloaded
KXS.TO_FY2022_2022-Kinaxis-Global-Impact-Report.pdf,Successfully downloaded
2433.T_FY2022_Integrated Report 2022.pdf,Successfully downloaded
4042.T_FY2022_Integrated Report 2022.pdf,Successfully downloaded
IEL.AX_FY2022_IDP Annual Report 2022.pdf,Successfully downloaded
IBP.N_FY2022_2022_IBP_ESG_Report.pdf,Successfully downloaded
4385.T_FY2022_Sustainability Report 2022.pdf,Successfully downloaded
PGE.WA_FY2022_PGE_CSR_2022.pdf,Successfully downloaded
TDOC.N_FY2022_Corporate Social Responsibility Report 2022.pdf,Successfully downloaded
TEX.N_FY2022_2022 ESG Report.pdf,Successfully downloaded
SLIN.NS_FY2022_Annual Report 2022-23.pdf,Successfully downloaded
9008.T_FY2022_IntegratedReport2022.pdf,Successfully downloaded
FSS.N_FY2022_sustainability REPORT.pdf,Successfully downloaded
8572.T_FY2022_Integrated Report 2022.pdf,Successfully downloaded
8572.T_FY2022_CORPORATE GOVERNANCE 2022.pdf,Successfully downloaded
WHLJ.J_FY2022_2022 Good Business Journey Report.pdf,Successfully downloaded
SZUG.DE_FY2022_ANNUAL REPORT 2021 22.pdf,Successfully downloaded
ADNT.N_FY2022_Sustainability Report 2022.pdf,Successfully downloaded
4816.T_FY2022_Integrated Report 2022.pdf,Successfully downloaded
TUIGn.DE_FY2022_2022ANNUALREPORT.pdf,Successfully downloaded
1808.T_FY2022_integrated_report_2022.pdf,Successfully downloaded
RILBA.CO_FY2022_ESG-rapport 2022.pdf,Successfully downloaded
MANU.N_FY2022_ Sustainability Report 2022.pdf,Successfully downloaded
ARDS.AS_FY2022_Annual Integrated Report 2022.pdf,Successfully downloaded
6448.T_FY2022_Climate Change 2022.pdf,Successfully downloaded
6448.T_FY2022_2022 Sustainability Website Data.pdf,Successfully downloaded
6448.T_FY2022_Integrated Report 2022.pdf,Successfully downloaded
3861.T_FY2022_Integrated Report 2022.pdf,Successfully downloaded
AMBUb.CO_FY2022_SUSTAINABILITY REPORT 202122.pdf,Successfully downloaded
3391.T_FY2022_Corporated Governance Report 2022.pdf,Successfully downloaded
LITE.OQ_FY2022_2022 CORPORATE SOCIAL RESPONSIBILITY REPORT.pdf,Successfully downloaded
2799.HK_FY2022_2022 Annual Report.pdf,Successfully downloaded
CWY.AX_FY2022_Sustainability Report 2022.pdf,Successfully downloaded
LIGHT.AS_FY2022_Supplements to theAnnual Report 2022.pdf,Successfully downloaded
ISS.CO_FY2022_CORPORATE GOVERNANCE REPORT 2022.pdf,Successfully downloaded
4751.T_FY2022_Integrated Report 2022.pdf,Successfully downloaded
TATE.L_FY2022_ANNUAL REPORT 2022.pdf,Successfully downloaded
GUJL.NS_FY2022_Gujarat Fluorochemicals Limited 2021-22 Report.pdf,Successfully downloaded
5333.T_FY2022_Sustainbility REPORT 2022.pdf,Successfully downloaded
HP.N_FY2022_2022_Sustainability_Report.pdf,Successfully downloaded
WHC.AX_FY2022_Whitehaven-Coal-Sustainability-Report-2022.pdf,Successfully downloaded
2002.T_FY2022_Integrated report 2022.pdf,Successfully downloaded
BION.NS_FY2022_ESG REPORT 2022.pdf,Successfully downloaded
TLI.BK_FY2022_Sustainability Report 2022.pdf,Successfully downloaded
CXM.N_FY2022_Annual Report Fiscal Year 2022.pdf,Successfully downloaded
APPN.OQ_FY2022_Sustainability Report  2022.pdf,Successfully downloaded
5938.T_FY2022_INTEGRATED REPORT 2022.pdf,Successfully downloaded
002439.SZ_FY2022_Sustainability Report 2022.pdf,Successfully downloaded
SKY.N_FY2022_2022 SASB FACTSHEET.pdf,Successfully downloaded
006800.KS_FY2022_Mirae Asset Securities Sustainability Report 2022 .pdf,Successfully downloaded
CIEA.MC_FY2022_2022 Annual Report.pdf,Successfully downloaded
5101.T_FY2022_Integrated Report 2022 .pdf,Successfully downloaded
267250.KS_FY2022_2022 Sustainability Report.pdf,Successfully downloaded
600100.SS_FY2022_TSINGHUA 2022.pdf,Successfully downloaded
VEDN.NS_FY2022_Vedant Limited Sustainability Report 2021-22.pdf,Successfully downloaded
BLND.L_FY2022_Sustainability Account 2022.pdf,Successfully downloaded
VONN.S_FY2022_ Annual ReportCorporate Responsibility & Sustainability2022.pdf,Successfully downloaded
APLE.N_FY2022_2022 CORPORATE RESPONSIBILITY REPORT.pdf,Successfully downloaded
LOG.MC_FY2022_INTEGRATED ANNUAL REPORT 2022.pdf,Successfully downloaded
LLC.AX_FY2022_ Annual Report 2022.pdf,Successfully downloaded
MOGa.N_FY2022_Sustainability Report 2022.pdf,Successfully downloaded
PBH.TO_FY2022_2022 ESG Progress Report.pdf,Successfully downloaded
HUH1V.HE_FY2022_ANNUAL REPORT 2022.pdf,Successfully downloaded
EXTR.OQ_FY2022_2022 CORPORATE SOCIAL RESPONSIBILITY REPORT.pdf,Successfully downloaded
IPL.AX_FY2022_SUSTAINABILITY REPORT 2022.pdf,Successfully downloaded
9989.T_FY2022_Integrated Report 2022.pdf,Successfully downloaded
DELH.NS_FY2022_Annual Report 2021-22.pdf,Successfully downloaded
WIZZ.L_FY2022_ANNUAL REPORT AND ACCOUNTS 2022.pdf,Successfully downloaded
0973.HK_FY2022_ 2022 Annual Report.pdf,Successfully downloaded
6113.T_FY2022_Integrated Report 2022.pdf,Successfully downloaded
6113.T_FY2022_Environment Report Data 2022.pdf,Successfully downloaded
"2602.HK_FY2022_Environmental,Social andGovernanceReport of Onewo.pdf",Successfully downloaded
4613.T_FY2022_INTEGRATED REPORT 2022.pdf,Successfully downloaded
SYNA.OQ_FY2022_Annual Report 2022.pdf,Successfully downloaded
SCTS.L_FY2022_Softcat PLC Annual Report and Account 2022.pdf,Successfully downloaded
GN.CO_FY2022_Annual Report 2022.pdf,Successfully downloaded
4403.T_FY2022_Integrated Report 2022.pdf,Successfully downloaded
KPIE.NS_FY2022_Sustainability Report 2021-22.pdf,Successfully downloaded
RSW.L_FY2022_Corporate Responsibility Report 2022 Sustainability.pdf,Successfully downloaded
004020.KS_FY2022_2022 HyundaiSteel.pdf,Successfully downloaded
GRUB.N_FY2022_Annual Report 2022.pdf,Successfully downloaded
"EMBA.NS_FY2022_Environmental, Social and Governance Report FY2022.pdf",Successfully downloaded
ALQ.AX_FY2022_2022 ALS sustainability report.pdf,Successfully downloaded
SR.N_FY2022_Spire Inc. 2022 .pdf,Successfully downloaded
CORF.NS_FY2022_INTEGRATED REPORT FY 2021-22.pdf,Successfully downloaded
9142.T_FY2022_Corporate Governance Report 2022.pdf,Successfully downloaded
PHOE.NS_FY2022_Integrated Annual Report 2021-22.pdf,Successfully downloaded
COOP.OQ_FY2022_Annual Report 2022.pdf,Successfully downloaded
FRAE.SI_FY2022_FY2022 SUSTAINABILITY REPORT.pdf,Successfully downloaded
9024.T_FY2022_Integrated Report 2022.pdf,Successfully downloaded
CHC.AX_FY2022_Sustainable Development Goals.pdf,Successfully downloaded
CHC.AX_FY2022_Sustainability Report 2022.pdf,Successfully downloaded
4182.T_FY2022_SUSTAINABILITY DATA BOOK 2022.pdf,Successfully downloaded
4182.T_FY2022_2022 Integrated Report.pdf,Successfully downloaded
9468.T_FY2022_Integrated Report 2022.pdf,Successfully downloaded
POON.NS_FY2022_Poonawalla Fincorp Limited Annual Report FY 2021-22.pdf,Successfully downloaded
TUB.BR_FY2022_Annual report 2022.pdf,Successfully downloaded
MAXI.NS_FY2022_Annual Report 2021-22.pdf,Successfully downloaded
8954.T_FY2022_ESG Report 2022.pdf,Successfully downloaded
3116.T_FY2022_TOYOTA BOSHOKU Sustainability Activities 2022.pdf,Successfully downloaded
NWE.OQ_FY2022_Sustainability Report 2022 .pdf,Successfully downloaded
OILI.NS_FY2022_Integrated Annual Report 2021- 22.pdf,Successfully downloaded
IGG.L_FY2022_IG GROUP HOLDINGS PLC ANNUAL REPORT 2022.pdf,Successfully downloaded
WOR.N_FY2022_WORTHINGTON INDUSTRIES 2022.pdf,Successfully downloaded
383220.KS_FY2022_2022 F&F Sustainability Report.pdf,Successfully downloaded
YETI.N_FY2022_2022 ESG REPORT.pdf,Successfully downloaded
METB.NS_FY2022_Annual Report 2021-22.pdf,Successfully downloaded
3774.T_FY2022_integrated-repot2022.pdf,Successfully downloaded
APLO.NS_FY2022_SUSTAINABILITY REPORT 2021-22.pdf,Successfully downloaded
OI.N_FY2022_2022 SUSTAINABILITY REPORT.pdf,Successfully downloaded
8060.T_FY2022_CANON SUSTAINABILITY REPORT 2022.pdf,Successfully downloaded
DY.N_FY2022_Dycom Annual Report 2022.pdf,Successfully downloaded
1963.T_FY2022_JGC Report 2022.pdf,Successfully downloaded
AWI.N_FY2022_2022 Sustainability Report.pdf,Successfully downloaded
CALX.N_FY2022_Sustainability Report FY22.pdf,Successfully downloaded
DPNT.NS_FY2022_51ST ANNUAL INTEGRATED REPORT 2021-22.pdf,Successfully downloaded
"BL.OQ_FY2022_ENVIRONMENTAL, SOCIAL 2022 AND GOVERNANCE REPORT.pdf",Successfully downloaded
CLSJ.J_FY2022_Sustainability Overview and ESG Databook 2022.pdf,Successfully downloaded
OTTR.OQ_FY2022_ESG Report 2022.pdf,Successfully downloaded
SIG.N_FY2022_2022 CORPORATE CITIZENSHIP AND SUSTAINABILITY REPORT.pdf,Successfully downloaded
CVLT.OQ_FY2022_2022 Corporate Social Responsibility Report.pdf,Successfully downloaded
TGNA.N_FY2022_2021 ESGREPORT.pdf,Successfully downloaded
QUB.AX_FY2022_Sustainability Report FY22.pdf,Successfully downloaded
TNE.AX_FY2022_Sustainability 2022 Report..pdf,Successfully downloaded
"NOG.N_FY2022_Northern Oil and Gas, Inc..pdf",Successfully downloaded
AMBA.OQ_FY2022_Ambarella Annual Report 2022.pdf,Successfully downloaded
GMRI.NS_FY2022_Integrated Report 2020-21.pdf,Successfully downloaded
BEN.AX_FY2022_SustainabilityReport 2022.pdf,Successfully downloaded
NVMI.TA_FY2022_Sustainability Report 2022.pdf,Successfully downloaded
FRPT.OQ_FY2022_Sustainability Report 2022.pdf,Successfully downloaded
URBN.OQ_FY2022_2021–2022 Impact Report.pdf,Successfully downloaded
ENV.N_FY2022_2022 Charitable Giving Report.pdf,Successfully downloaded
6923.T_FY2022_Environmental Performance Data 2022.pdf,Successfully downloaded
5947.T_FY2022_Integrated Report 2022.pdf,Successfully downloaded
"HELE.OQ_FY2022_Environmental, Social, and Governance Report Fiscal Year 2022.pdf",Successfully downloaded
4100.SE_FY2022_Makkah1443.pdf,Successfully downloaded
PINC.OQ_FY2022_2022 SUSTAINABILITY REPORT.pdf,Successfully downloaded
FTAI.N_FY2022_ANNUAL REPORT 2022.pdf,Successfully downloaded
PPHJ.J_FY2022_sustainability report 2022.pdf,Successfully downloaded
"BHC.TO_FY2022_Environmental, Socialand Governance Report Fall 2021.pdf",Successfully downloaded
SNFS.NS_FY2022_Business Responsibility Report for the Financial Year 2021-22.pdf,Successfully downloaded
6005.T_FY2022_Integrated Report 2022.pdf,Successfully downloaded
4581.T_FY2022_ENVIRONMENTAL REPORT 2022.pdf,Successfully downloaded
6473.T_FY2022_JTEKT REPORT 2022 Tntegrated Report.pdf,Successfully downloaded
ERF.TO_FY2022_ESG REPORT 2022.pdf,Successfully downloaded
ILU.AX_FY2022_2022 Corporate Governance Statement.pdf,Successfully downloaded
JBH.AX_FY2022_SUSTAINABILITY REPORT 2022.pdf,Successfully downloaded
NKT.CO_FY2022_Sustainability Report 2022.pdf,Successfully downloaded
FCG.NZ_FY2022_SUSTAINABILITY REPORT 2022.pdf,Successfully downloaded
4536.T_FY2022_Environmental Data Book 2022.pdf,Successfully downloaded
4536.T_FY2022_Environmental Data 2022.pdf,Successfully downloaded
"NSA.N_FY2022_2022 E N V I R O N M E N T A L , S O C I A L , A N DGOVERNANCE REPORT.pdf",Successfully downloaded
HEKTS.IS_FY2022_2022 Annual Report.pdf,Successfully downloaded
DAVA.N_FY2022_Sustainability Report 2022.pdf,Successfully downloaded
9506.T_FY2022_Integrated report 2022.pdf,Successfully downloaded
000720.KS_FY2022_2022 HYUNDAI ENGINEERING SUSTAINABILITY REPORT.pdf,Successfully downloaded
AVANZ.ST_FY2022_Annual and Sustainability report 2022 Avanza Bank Holding AB (publ).pdf,Successfully downloaded
TIETO.HE_FY2022_2022 SUSTAINABILITY REPORT.pdf,Successfully downloaded
JWN.N_FY2022_2021 IMPACT REPORT.pdf,Successfully downloaded
JET2.L_FY2022_Annual Report & Accounts 2022.pdf,Successfully downloaded
"AWR.N_FY2022_2020-2021Environmental, Socialand Governance (ESG) Report.pdf",Successfully downloaded
BANF.OQ_FY2022_SUSTAINABILITY REPORT 2022.pdf,Successfully downloaded
POU.TO_FY2022_2022 ESG Report.pdf,Successfully downloaded
CS.TO_FY2022_2021 Sustainability Report.pdf,Successfully downloaded
KCRA.HE_FY2022_SUSTAINABILITY REPORT 2022.pdf,Successfully downloaded
"ALU.AX_FY2022_2022 Envimental,Social Governance Report.pdf",Successfully downloaded
RAIV.NS_FY2022_Annual Report 2021-22.pdf,Successfully downloaded
PDCO.OQ_FY2022_2022 Annual Report.pdf,Successfully downloaded
"KMPR.N_FY2022_Environmental, Social and Governance Report 2022.pdf",Successfully downloaded
8088.T_FY2022_Integrated Report 2022.pdf,Successfully downloaded
064350.KS_FY2022_HYUNDAI ROTEM SUSTAINABILITY REPORT 2022.pdf,Successfully downloaded
U.TO_FY2022_Sprott 2022 Annual Report.pdf,Successfully downloaded
VOLT.NS_FY2022_Sustainability Report | 2021 -2022.pdf,Successfully downloaded
"JJSF.OQ_FY2022_ESG Envinmental,Social and Governance Report 2022.pdf",Successfully downloaded
9508.T_FY2022_Integrated Report 2022.pdf,Successfully downloaded
5929.T_FY2022_ESG DATA 2022.pdf,Successfully downloaded
KANE.NS_FY2022_10th Annual Report 2022.pdf,Successfully downloaded
BWY.L_FY2022_Annual Report and Accounts 2022.pdf,Successfully downloaded
4004.T_FY2022_Integrated Report 2022.pdf,Successfully downloaded
ESCO.NS_FY2022_INTEGRATED REPORT  2022.pdf,Successfully downloaded
B4B.DE_FY2022_Corporate Responsibility Report 202122.pdf,Successfully downloaded
2347.TW_FY2022_2021 Synnex ESG Sustainability Report.pdf,Successfully downloaded
8905.T_FY2022_ESG Report 2022.pdf,Successfully downloaded
BLD.AX_FY2022_Sustainability Report 2022.pdf,Successfully downloaded
PTON.OQ_FY2022_ESGREPORT2022.pdf,Successfully downloaded
SKFB.NS_FY2022_Sustainability report 2022.pdf,Successfully downloaded
CCU.SN_FY2022_SustainabilityReport 2021.pdf,Successfully downloaded
RYM.NZ_FY2022_Ryman HealthcareANNUAL REPORT 2022.pdf,Successfully downloaded
FOHE.NS_FY2022_Fortis Sustainability Report 2022.pdf,Successfully downloaded
PK.N_FY2022_ANNUALCORPORATERESPONSIBILITYREPORT 2022.pdf,Successfully downloaded
8253.T_FY2022_CREDIT SAISONINTEGRATED REPORT2022.pdf,Successfully downloaded
251270.KS_FY2022_Netmarble ESG Report 2022.pdf,Successfully downloaded
011790.KS_FY2022_SKC_Sustainability_Report_2022.pdf,Successfully downloaded
CGF.AX_FY2022_Sustainability Report 2022.pdf,Successfully downloaded
SATS.SI_FY2022_SATS Ltd.Sustainability Report FY2021-22.pdf,Successfully downloaded
SECTb.ST_FY2022_ANNUAL REPORT AND SUSTAINABILITY REPORT 20212022.pdf,Successfully downloaded
2270.SE_FY2022_Sustainability Report 2021.pdf,Successfully downloaded
HVN.AX_FY2022_2022 Annual report.pdf,Successfully downloaded
6302.T_FY2022_Integrated Report 2022.pdf,Successfully downloaded
2352.TW_FY2022_CorporateSustainabilityReport 2021.pdf,Successfully downloaded
2371.T_FY2022_FY22022 Results Briefing.pdf,Successfully downloaded
"6993.HK_FY2022_Environmental, Social andGovernance Report2021.pdf",Successfully downloaded
"2689.HK_FY2022_ENVIRONMENTAL,SOCIAL ANDGOVERNANCEREPORT.pdf",Successfully downloaded
3923.T_FY2022_RAKUSSUSTAINABILITYREPORT 2022.pdf,Successfully downloaded
9831.T_FY2022_esg-data_fy2022.pdf,Successfully downloaded
CGCBV.HE_FY2022_Cargotec annual report 2022.pdf,Successfully downloaded
2871.T_FY2022_Integrated Report 2022.pdf,Successfully downloaded
2331.T_FY2022_ALSOK REPORT 2022.pdf,Successfully downloaded
PREG.NS_FY2022_Annual report 2021-2022.pdf,Successfully downloaded
RMIJ.J_FY2022_RMH-Annual-integrated-report-2022.pdf,Successfully downloaded
2593.T_FY2022_2022_integrated_report.pdf,Successfully downloaded
PBH.N_FY2022_2022 Annual Report.pdf,Successfully downloaded
VACQ.OQ_FY2022_Rocket-Lab-ESG-Report-2021.pdf,Successfully downloaded
1944.T_FY2022_Annual Report 2022.pdf,Successfully downloaded
2282.T_FY2022_Integrated Report 2022.pdf,Successfully downloaded
"RMG.L_FY2022_Environment, Social and Governance Report 2021-22.pdf",Successfully downloaded
028300.KQ_FY2022_hlb-sustainability-report-2022.pdf,Successfully downloaded
BTS.BK_FY2022_SUSTAINABILITY REPORT 202122.pdf,Successfully downloaded
ATZ.TO_FY2022_ARITZIACOMMUNITY ESG REPORT.pdf,Successfully downloaded
9076.T_FY2022_Annual Report 2021.pdf,Successfully downloaded
HAYW.N_FY2022_hayward_2022_tearsheet.pdf,Successfully downloaded
TRIA.PA_FY2022_2022Annual report.pdf,Successfully downloaded
"THS.N_FY2022_2022 Environmental, Social& Governance Report.pdf",Successfully downloaded
NHC.AX_FY2022_Sustainability_Report_2022.pdf,Successfully downloaded
ALLN.S_FY2022_Sustainability Report 2022.pdf,Successfully downloaded
EKTAb.ST_FY2022_Annual Report 202122.pdf,Successfully downloaded
7649.T_FY2022_Integrated Report2022.pdf,Successfully downloaded
BVIC.L_FY2022_2022 Sustainability Performance Datasheet.pdf,Successfully downloaded
OFC.N_FY2022_COPT_2022_SustainabilityReport.pdf,Successfully downloaded
RTKM.MM_FY2022_Rostelecom_ESG_report_2021.pdf,Successfully downloaded
LIVN.OQ_FY2022_Web Page info.pdf,Successfully downloaded
9513.T_FY2022_Integrated Report 2022.pdf,Successfully downloaded
7564.T_FY2022_WorkmanESG_Feb2022.pdf,Successfully downloaded
035250.KS_FY2022_Kangwon Land Sustainability Report 2021.pdf,Successfully downloaded
DEVY.NS_FY2022_Annual-Report-2021-22.pdf,Successfully downloaded
QRES.KL_FY2022_INTEGRATED ANNUAL REPORT 2022.pdf,Successfully downloaded
HASI.N_FY2022_Climate Change 2022.pdf,Successfully downloaded
LEHN.S_FY2022_Annual Review 21|22.pdf,Successfully downloaded
WERN.OQ_FY2022_CORPORATE SOCIAL RESPONSIBILITY UPDATE SEPTEMBER 2022.pdf,Successfully downloaded
WABC.NS_FY2022_18th Annual Report 2022.pdf,Successfully downloaded
4733.T_FY2022_Integrated Report 2022.pdf,Successfully downloaded
NHF.AX_FY2022_2022 Sustainability Report.pdf,Successfully downloaded
LYMT.BO_FY2022_45TH ANNUAL REPORT 2021-22 .pdf,Successfully downloaded
SESFd.PA_FY2022_ANNUALREPORT2022.pdf,Successfully downloaded
SPT.OQ_FY2022_2022 Social Impact Report.pdf,Successfully downloaded
5901.T_FY2022_Integrated Report 2022.pdf,Successfully downloaded
FLS.CO_FY2022_Sustainability Report 2022.pdf,Successfully downloaded
"EMBI.MI_FY2022_GREEN, SOCIAL & SUSTAINABILITYBOND REPORTING 2022.pdf",Successfully downloaded
FTDR.OQ_FY2022_2022 Sustainability Report.pdf,Successfully downloaded
PIRA.NS_FY2022_Sustainability Report 2021-22.pdf,Successfully downloaded
FCRT.SI_FY2022_Sustainability Report 2022.pdf,Successfully downloaded
BLX.TO_FY2022_2022 Corporate Social Responsibility Report.pdf,Successfully downloaded
HUBG.OQ_FY2022_SustainabilityReport.pdf,Successfully downloaded
DMP.AX_FY2022_SUSTAINABILITYREPORT FY22.pdf,Successfully downloaded
CRS.N_FY2022_2022 SUSTAINABILITY REPORT.pdf,Successfully downloaded
128940.KS_FY2022_2021-22 CSR Report.pdf,Successfully downloaded
KLCC.KL_FY2022_SUSTAINABILITY REPORT 2022.pdf,Successfully downloaded
KLCC.KL_FY2022_INTEGRATED ANNUAL REPORT 2022.pdf,Successfully downloaded
000028.SZ_FY2022_Annual Report 2021.pdf,Successfully downloaded
KSS.N_FY2022_Climate Change 2022.pdf,Successfully downloaded
7167.T_FY2022_Annual Report 2022.pdf,Successfully downloaded
6417.T_FY2022_2022 Book Data Environmental.pdf,Successfully downloaded
9364.T_FY2022_Sustainability Report 2022.pdf,Successfully downloaded
SYDB.CO_FY2022_Annual_Report.pdf,Successfully downloaded
TRCE.NS_FY2022_SUSTAINABILITY REPORT2020-21.pdf,Successfully downloaded
BRP.OQ_FY2022_CORPORATESOCIALRESPONSIBILITYFISCAL YEAR 2022 REPORT.pdf,Successfully downloaded
EMBRACb.ST_FY2022_CORPORATE GOVERNANCE REPORT 2021  2022.pdf,Successfully downloaded
9504.T_FY2022_Chugoku Electric Power Group Integrated Report 2022.pdf,Successfully downloaded
"WDFC.OQ_FY2022_2022 ENVIRONMENTAL, SOCIAL, AND GOVERNANCE REPORT.pdf",Successfully downloaded
8056.T_FY2022_Sustainability Report 2022.pdf,Successfully downloaded
BOOT.N_FY2022_BOOT-Fiscal-2022-Annual-Report.pdf,Successfully downloaded
FEES.MM_FY2022_OUR_min ENG_FINAL_0822.pdf,Successfully downloaded
POT.NZ_FY2022_Integrated Annual Report 2022.pdf,Successfully downloaded
